date,value
20200102,12871.38965
20200103,12978.20996
20200104,13167.88965
20200105,13319.63965
20200108,13367.78027
20200109,13385.58984
20200110,13281.33984
20200111,13202.90039
20200112,13245.03027
20200115,13200.50977
20200116,13246.33008
20200117,13183.95996
20200118,13281.42969
20200119,13434.4502
20200122,13463.69043
20200123,13559.59961
20200124,13414.74023
20200125,13298.36035
20200126,13340.16992
20200129,13324.48047
20200130,13197.70996
20200131,13189.48047
20200201,13003.90039
20200202,12785.16016
20200205,12687.49023
20200206,12392.66016
20200207,12590.42969
20200208,12260.29004
20200209,12107.48047
20200212,12282.76953
20200213,12196.5
20200214,12339.16016
20200215,12346.16992
20200216,12451.95996
20200219,12385.59961
20200220,12487.90039
20200221,12470.49023
20200222,12461.91016
20200223,12483.79004
20200226,12527.04004
20200227,12490.73047
20200228,12435.84961
20200301,12190.94043
20200302,11913.70996
20200305,12090.87012
20200306,12113.87012
20200307,12245.36035
20200308,12355.57031
20200309,12346.67969
20200312,12418.38965
20200313,12221.03027
20200314,12237.74023
20200315,12345.55957
20200316,12389.58008
20200319,12217.01953
20200320,12307.33008
20200321,12309.15039
20200322,12100.08008
20200323,11886.30957
20200326,11787.25977
20200327,11970.83008
20200328,11940.70996
20200329,12096.73047
20200403,12002.4502
20200404,11957.90039
20200405,12305.19043
20200406,12241.26953
20200409,12261.75
20200410,12397.32031
20200411,12293.96973
20200412,12415.00977
20200413,12442.40039
20200416,12391.41016
20200417,12585.57031
20200418,12590.83008
20200419,12567.41992
20200420,12540.5
20200423,12572.38965
20200424,12550.82031
20200425,12422.29981
20200426,12500.46973
20200427,12580.87012
20200430,12612.11035
20200502,12802.25
20200503,12690.15039
20200504,12819.59961
20200507,12948.13965
20200508,12912.20996
20200509,12943.05957
20200510,13022.87012
20200511,13001.24023
20200514,12977.70996
20200515,12970.04004
20200516,12996.33008
20200517,13114.61035
20200518,13077.71973
20200521,null
20200522,13169.91992
20200523,12976.83984
20200524,12855.08984
20200525,12938.00977
20200528,12863.45996
20200529,12666.50977
20200530,12783.75977
20200531,12604.88965
20200601,12724.26953
20200604,12770.75
20200605,12787.12988
20200606,12830.07031
20200607,12811.04981
20200608,12766.54981
20200611,12842.91016
20200612,12842.29981
20200613,12890.58008
20200614,13107.09961
20200615,13010.54981
20200618,12834.11035
20200619,12677.96973
20200620,12695.16016
20200621,12511.91016
20200622,12579.71973
20200625,12270.33008
20200626,12234.33984
20200627,12348.61035
20200628,12177.23047
20200629,12306
20200702,12238.16992
20200703,12349.13965
20200704,12317.61035
20200705,12464.29004
20200706,12496.16992
20200709,12543.88965
20200710,12609.84961
20200711,12417.12988
20200712,12492.96973
20200713,12540.73047
20200716,12561.01953
20200717,12661.54004
20200718,12765.94043
20200719,12686.29004
20200720,12561.41992
20200723,12548.57031
20200724,12689.38965
20200725,12579.33008
20200726,12809.23047
20200727,12860.40039
20200730,12798.2002
