date,value
20200102,10580.19043
20200103,10416.66016
20200104,10767.69043
20200107,10747.80957
20200108,10803.98047
20200109,10893.32031
20200110,10921.58984
20200111,10887.45996
20200114,10855.91016
20200115,10891.79004
20200116,10931.24023
20200117,10918.62012
20200118,11205.54004
20200121,11136.2002
20200122,11090.11035
20200123,11071.54004
20200124,11130.17969
20200125,11281.79004
20200128,11210.30957
20200129,11218.83008
20200130,11181.66016
20200131,11173.09961
20200201,11180.66016
20200204,11176.58008
20200205,11367.98047
20200206,11324.71973
20200207,11022.01953
20200208,10906.78027
20200211,11014.58984
20200212,11126.08008
20200213,11167.21973
20200214,11089.79004
20200215,11299.79981
20200218,11299.2002
20200219,11309.20996
20200220,11401.96973
20200221,11423.28027
20200222,11457.7002
20200225,11505.38965
20200226,11540.79004
20200227,11487.33008
20200228,11515.63965
20200301,11601.67969
20200304,11592.66016
20200305,11620.74023
20200306,11587.62988
20200307,11517.79981
20200308,11457.83984
20200311,11543.48047
20200312,11524.16992
20200313,11572.41016
20200314,11587.46973
20200315,11685.69043
20200318,11657.05957
20200319,11788.41016
20200320,11603.88965
20200321,11549.95996
20200322,11364.16992
20200325,11346.65039
20200326,11419.48047
20200327,11419.04004
20200328,11428.16016
20200329,11526.04004
20200401,11681.99023
20200402,11754.79004
20200403,11954.40039
20200404,11988.00977
20200405,12009.75
20200408,11963.40039
20200409,11850.57031
20200410,11905.91016
20200411,11935.2002
20200412,11999.92969
20200415,12020.28027
20200416,12101.32031
20200417,12153.07031
20200418,12222.38965
20200423,12235.50977
20200424,12313.16016
20200425,12282.59961
20200426,12315.17969
20200429,12328.01953
20200430,12344.08008
20200502,12345.41992
20200503,12412.75
20200506,12286.87988
20200507,12092.74023
20200508,12179.92969
20200509,11973.91992
20200510,12059.83008
20200513,11876.65039
20200514,11991.62012
20200515,12099.57031
20200516,12310.37012
20200517,12238.94043
20200520,12041.29004
20200521,12143.46973
20200522,12168.74023
20200523,11952.41016
20200524,12011.04004
20200527,12071.17969
20200528,12027.04981
20200529,11837.80957
20200530,11902.08008
20200531,11726.83984
20200603,11792.80957
20200604,11971.16992
20200605,11980.80957
20200606,11953.13965
20200607,12045.37988
20200611,12155.80957
20200612,12115.67969
20200613,12169.04981
20200614,12096.40039
20200617,12085.82031
20200618,12331.75
20200619,12308.53027
20200620,12355.38965
20200621,12339.91992
20200624,12274.57031
20200625,12228.44043
20200626,12245.32031
20200627,12271.03027
20200628,12398.79981
20200701,12521.37988
20200702,12526.71973
20200703,12616.24023
20200704,12629.90039
20200705,12568.53027
20200708,12543.50977
20200709,12436.54981
20200710,12373.41016
20200711,12332.12012
20200712,12323.32031
20200715,12387.33984
20200716,12430.96973
20200717,12341.03027
20200718,12227.84961
20200719,12260.07031
20200722,12289.40039
20200723,12490.74023
20200724,12522.88965
20200725,12362.09961
20200726,12419.90039
20200729,12417.46973
20200730,12147.24023
