date,value
20200102,11598.33008
20200103,11584.24023
20200104,11584.30957
20200105,11584.94043
20200106,11599.00977
20200109,11563.99023
20200110,11583.29981
20200111,11646.16992
20200112,11521.04004
20200113,11629.17969
20200116,11554.70996
20200117,11540
20200118,11599.38965
20200119,11596.88965
20200120,11630.12988
20200123,11545.75
20200124,11594.94043
20200125,11806.04981
20200126,11848.62988
20200127,11814.26953
20200130,11681.88965
20200131,11535.30957
20200201,11659.5
20200202,11627.9502
20200203,11651.49023
20200206,11509.83984
20200207,11549.44043
20200208,11543.37988
20200209,11642.86035
20200210,11666.96973
20200213,11774.42969
20200214,11771.80957
20200215,11793.92969
20200216,11757.24023
20200217,11757.01953
20200220,11827.62012
20200221,11967.49023
20200222,11998.58984
20200223,11947.83008
20200224,11804.03027
20200227,11822.66992
20200228,11834.41016
20200301,12067.19043
20200302,12059.57031
20200303,12027.36035
20200306,11958.40039
20200307,11966.13965
20200308,11967.30957
20200309,11978.38965
20200310,11963.17969
20200313,11990.03027
20200314,11988.79004
20200315,12009.87012
20200316,12083.17969
20200317,12095.24023
20200320,12052.90039
20200321,11962.12988
20200322,11904.12012
20200323,12039.67969
20200324,12064.26953
20200327,11996.07031
20200328,12149.41992
20200329,12203
20200330,12256.42969
20200331,12312.87012
20200403,12257.2002
20200404,12282.33984
20200405,12217.54004
20200406,12230.88965
20200407,12225.05957
20200410,12200.51953
20200411,12139.34961
20200412,12154.7002
20200413,12109
20200418,12000.44043
20200419,12016.4502
20200420,12027.32031
20200421,12048.57031
20200424,12454.98047
20200425,12467.04004
20200426,12472.79981
20200427,12443.79004
20200428,12438.00977
20200502,12507.90039
20200503,12527.83984
20200504,12647.78027
20200505,12716.88965
20200508,12694.54981
20200509,12749.12012
20200510,12757.45996
20200511,12711.05957
20200512,12770.41016
20200515,12807.04004
20200516,12804.53027
20200517,12631.61035
20200518,12590.05957
20200519,12638.69043
20200522,12619.45996
20200523,12659.15039
20200524,12642.87012
20200525,12621.71973
20200526,12602.17969
20200529,12628.9502
20200530,12598.67969
20200531,12615.05957
20200601,12664.91992
20200602,12822.94043
20200606,12690.12012
20200607,12672.49023
20200608,12713.58008
20200609,12815.71973
20200612,12690.44043
20200613,12764.98047
20200614,12805.9502
20200615,12691.80957
20200616,12752.73047
20200619,12888.9502
20200620,12814.79004
20200621,12774.25977
20200622,12794
20200623,12733.41016
20200626,12770.83008
20200627,12671.01953
20200628,12647.26953
20200629,12416.19043
20200630,12325.12012
20200703,12475.30957
20200704,12437.12988
20200705,12453.67969
20200706,12381.25
20200707,12388.67969
20200710,12445.91992
20200711,12437.01953
20200712,12626.58008
20200713,12641.33008
20200714,12631.71973
20200717,12587.16016
20200718,12430.38965
20200719,12452.04981
20200720,12447.25
20200721,12240.05957
20200724,12208.9502
20200725,12264.30957
20200726,12305.11035
20200727,12212.04004
20200728,12162.7002
